bugID,opened_date,status,inheritance,overriding
318401,20100629223200,VERIFIED,NO,NO
320195,20100718122600,VERIFIED,NO,NO
322817,20100816125800,VERIFIED,NO,NO
322977,20100818023300,VERIFIED,NO,NO
324178,20100901072200,VERIFIED,NO,NO
324189,20100901091100,VERIFIED,NO,NO
324987,20100910120600,VERIFIED,NO,NO
326950,20101004133100,VERIFIED,NO,NO
327143,20101006133700,VERIFIED,NO,NO
328281,20101020144800,VERIFIED,NO,NO
328575,20101025050400,VERIFIED,NO,NO
329156,20101031054200,VERIFIED,NO,NO
331138,20101125113000,VERIFIED,NO,NO
331647,20101202061400,VERIFIED,NO,NO
331649,20101202062400,VERIFIED,NO,NO
332838,20101217072400,VERIFIED,NO,NO
332843,20101217080500,VERIFIED,NO,NO
333089,20101222085400,VERIFIED,NO,NO
333956,20110111050300,VERIFIED,NO,NO
334119,20110112102000,VERIFIED,NO,NO
334315,20110113152000,VERIFIED,NO,NO
334457,20110115115500,VERIFIED,NO,NO
334493,20110117032200,VERIFIED,NO,NO
334622,20110118060900,VERIFIED,NO,NO
334652,20110118095800,VERIFIED,NO,NO
334783,20110119090100,VERIFIED,NO,NO
335093,20110122143600,VERIFIED,NO,NO
335118,20110123110300,ASSIGNED,NO,NO
335309,20110125083900,VERIFIED,NO,NO
335751,20110128214800,VERIFIED,NO,NO
335780,20110129192800,VERIFIED,NO,NO
335845,20110131085400,VERIFIED,NO,NO
335986,20110201113900,VERIFIED,NO,NO
336046,20110202045400,VERIFIED,NO,NO
336451,20110206072700,VERIFIED,NO,NO
336544,20110207123700,VERIFIED,NO,NO
336648,20110208150000,REOPENED,NO,NO
336821,20110210090700,VERIFIED,NO,NO
336934,20110211083500,RESOLVED,NO,NO
337093,20110214041600,VERIFIED,NO,NO
337275,20110215225100,VERIFIED,NO,NO
337415,20110217062600,VERIFIED,NO,NO
337751,20110221134400,VERIFIED,NO,NO
337868,20110222122800,VERIFIED,NO,NO
337935,20110223004700,VERIFIED,NO,NO
337962,20110223065900,VERIFIED,NO,NO
337964,20110223071500,VERIFIED,NO,NO
338006,20110223132000,VERIFIED,NO,NO
338011,20110223140100,VERIFIED,NO,NO
338118,20110224113600,VERIFIED,NO,NO
338234,20110225104300,VERIFIED,NO,NO
